rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
961,253_155,83,77.0,13.041747635341366,77.51448432650602,0.50301206,0.0,0.49734944,26,11,0.24096385542168675,0.0963855421686747,NO PARKING,CAR,Peenya,No Junction,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",11,Tuesday,0.28733333333333333,0.28965443,0.09638563,0.0,0.39491034,0.2730471498944405,19.227121628501063,Low
962,201_222,70,58.75,12.971687594252577,77.607330337,0.5157143,0.0,0.5302858,35,11,0.4714285714285714,0.21428571428571427,NO PARKING,CAR,Ashok Nagar,No Junction,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",11,Sunday,0.32333333333333336,0.24187551,0.11948058,0.0,0.4572638,0.3110485573539761,19.13578142715457,Low
963,192_266,115,105.25,12.958938842608696,77.66803411043477,0.5421739,0.0,0.38869566,5,6,0.3391304347826087,0.11304347826086956,WRONG PARKING,SCOOTER,HAL Old Airport,No Junction,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",3,Monday,0.12000000000000001,0.34506,0.16758901,0.0,0.18921225,0.09641097818437722,19.123058017057527,Low
964,129_252,39,34.5,12.874865151282052,77.64877247179487,0.5474359,0.0,0.6858974,19,8,0.23076923076923078,0.15384615384615385,WRONG PARKING,LORRY/GOODS VEHICLE,Hulimavu,No Junction,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",4,Tuesday,0.20933333333333332,0.14854825,0.1771562,0.0,0.75186026,0.19071076706544685,19.053803820957356,Low
965,177_161,33,30.0,12.939285136363637,77.52328474848484,0.5772728,0.0,0.649697,14,10,0.2727272727272727,0.12121212121212122,WRONG PARKING,CAR,Byatarayanapura,No Junction,"Mysore Road, Salarpuria Sattva Melody, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",7,Monday,0.22266666666666668,0.12425089,0.2314051,0.0,0.6833274,0.2047853624208304,19.01503623066697,Low
966,241_206,77,73.25,13.025320505194806,77.58535788181818,0.524026,0.0,0.45870128,27,10,0.24675324675324675,0.06493506493506493,WRONG PARKING,SCOOTER,R.T. Nagar,No Junction,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",4,Tuesday,0.27466666666666667,0.2808223,0.13459274,0.0,0.32174352,0.25967628430682616,19.007796488340517,Low
967,250_198,83,79.25,13.0371187313253,77.57461281566265,0.5463856,0.0,0.41481927,13,9,0.18072289156626506,0.060240963855421686,WRONG PARKING,MOTOR CYCLE,Kodigehalli,No Junction,"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",10,Friday,0.202,0.29475206,0.17524657,0.0,0.2386682,0.18296973961998592,18.91386566643015,Low
968,200_243,81,71.25,12.969878372839506,77.63660761358024,0.45925927,0.0,0.59074074,34,11,0.43209876543209874,0.16049382716049382,NO PARKING,CAR,Jeevanbheemanagar,No Junction,"12th Main Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",11,Sunday,0.31933333333333336,0.2759276,0.016835112,0.0,0.5717142,0.306826178747361,18.86374783533757,Low
969,214_218,83,74.75,12.989355914457832,77.60209719759037,0.4933735,0.0,0.53132534,24,9,0.18072289156626506,0.13253012048192772,NO PARKING,PASSENGER AUTO,Shivajinagar,No Junction,"Broadway Road, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",3,Friday,0.24600000000000002,0.2844075,0.078861,0.0,0.45923185,0.2294159042927516,18.81226498195816,Low
970,202_258,42,39.0,12.972673802415628,77.65764255491787,0.56071424,0.0,0.6059524,17,8,0.7619047619047619,0.09523809523809523,NO PARKING,CAR,Jeevanbheemanagar,No Junction,"1st Main Road, BDA Apartments, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3,Friday,0.2013333333333333,0.1699419,0.20129868,0.0,0.60051215,0.18226600985221672,18.808214719145756,Low
971,203_223,127,109.75,12.974037262992127,77.60928555039371,0.4559055,0.0,0.48110238,26,10,0.12598425196850394,0.18110236220472442,NO PARKING,CAR,Ashok Nagar,No Junction,"Residency Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",10,Sunday,0.27066666666666667,0.3524956,0.010737342,0.0,0.3641522,0.2554539057002111,18.801841350779576,Low
972,104_253,64,55.75,12.84082549375,77.6504564203125,0.5171875,0.0,0.53859377,33,10,0.265625,0.171875,WRONG PARKING,CAR,Electronic City,No Junction,"Neeladri Road, Genesis Eco Sphere, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12,Tuesday,0.2986666666666667,0.23264144,0.12215911,0.0,0.4729921,0.28501055594651653,18.776455095049617,Low
973,210_246,41,41.0,12.983936874472384,77.6406413213878,0.6170732,0.0,0.47926834,9,7,0.07317073170731707,0.0,WRONG PARKING,CAR,Jeevanbheemanagar,No Junction,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",3,Thursday,0.15266666666666667,0.17868786,0.30376944,0.0,0.36068007,0.13089373680506686,18.7640488120471,Low
974,149_271,82,79.0,12.90129971707317,77.6756204,0.4621951,0.0,0.51134145,36,14,0.573170731707317,0.04878048780487805,NO PARKING,CAR,Bellandur,No Junction,"Amrutha College Road, Confident Phoenix, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",7,Monday,0.37733333333333335,0.2941928,0.02217298,0.0,0.42139933,0.3680506685432794,18.745572456774116,Low
975,204_186,116,102.5,12.97570205596226,77.55798748646984,0.49181035,0.0,0.34948277,42,13,0.49137931034482757,0.15517241379310345,NO PARKING,SCOOTER,Magadi Road,No Junction,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",11,Saturday,0.3846666666666667,0.34035933,0.076018885,0.0,0.11497631,0.37579169598874035,18.720728634810108,Low
976,216_209,167,162.5,12.991951246706588,77.58997303113772,0.4976048,0.005988023952095809,0.3017964,14,6,0.5868263473053892,0.03592814371257485,NO PARKING,SCOOTER,High ground,No Junction,"2nd Cross Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4,Saturday,0.156,0.42232266,0.08655422,0.005988023952095809,0.024698783,0.13441238564391272,18.656021181032475,Low
977,160_269,75,63.0,12.916547995999998,77.67318255466667,0.5286667,0.0,0.43773335,32,13,0.22666666666666666,0.21333333333333335,NO PARKING,MOTOR CYCLE,Bellandur,No Junction,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",4,Wednesday,0.3446666666666667,0.25419295,0.14303038,0.0,0.28204805,0.3335679099225897,18.62867210086574,Low
978,207_286,51,48.0,12.979019698039215,77.69567237058824,0.5470588,0.0,0.51882356,28,10,0.35294117647058826,0.0784313725490196,NO PARKING,CAR,Mahadevapura,No Junction,"Ferns City Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",3,Thursday,0.2786666666666667,0.20632027,0.17647064,0.0,0.4355641,0.2638986629134412,18.627602901941533,Low
979,229_195,55,51.25,13.008660425454545,77.57017315818182,0.5072727,0.0,0.559091,34,12,0.7272727272727273,0.09090909090909091,NO PARKING,CAR,Malleshwaram,No Junction,"18th Cross Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",8,Sunday,0.33599999999999997,0.21783206,0.10413228,0.0,0.5117964,0.3244194229415904,18.589586978129397,Low
980,106_249,63,56.25,12.843216680952382,77.64437873174603,0.53571427,0.0,0.444127,37,13,0.42857142857142855,0.14285714285714285,WRONG PARKING,SCOOTER,Electronic City,No Junction,"Neeladri Road, Doddathoguru Cross Junction, Bengaluru, Karnataka. Pin-560100 (India)",14,Sunday,0.3646666666666667,0.23421387,0.15584418,0.0,0.29415217,0.35467980295566504,18.581910045459647,Low
981,158_220,159,134.25,12.91357185283019,77.60496243710692,0.45471695,0.0,0.40691826,25,10,0.6855345911949685,0.20754716981132076,NO PARKING,SCOOTER,Mico Layout,No Junction,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",5,Saturday,0.26666666666666666,0.38831988,0.008576348,0.0,0.22371039,0.25123152709359603,18.55502313140578,Low
982,206_286,51,47.25,12.978573518691045,77.69588489121155,0.53137255,0.0,0.6182353,16,6,0.5098039215686274,0.09803921568627451,WRONG PARKING,CAR,Mahadevapura,No Junction,"Ferns City Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",5,Thursday,0.164,0.20355538,0.14795014,0.0,0.6237656,0.14285714285714285,18.489419009004322,Low
983,179_179,32,17.75,12.9422882875,77.54838870625,0.73125,0.0,0.455625,10,7,0.1875,0.59375,WRONG PARKING,SCOOTER,Banashankari,No Junction,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",13,Monday,0.15666666666666668,0.0341221,0.5113636,0.0,0.31591964,0.13511611541168192,18.48872102996273,Low
984,251_209,44,43.25,13.038976111363636,77.58948850227273,0.54090905,0.0,0.53659093,26,13,0.25,0.022727272727272728,WRONG PARKING,SCOOTER,Hebbala,No Junction,"Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",11,Tuesday,0.32066666666666666,0.18804248,0.16528924,0.0,0.46920043,0.30823363828289935,18.488057972751896,Low
985,239_206,71,64.25,13.02324344084507,77.58488679999999,0.49366197,0.0,0.53422534,28,11,0.49295774647887325,0.1267605633802817,NO PARKING,PASSENGER AUTO,R.T. Nagar,No Junction,"1st Main Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",10,Tuesday,0.29533333333333334,0.25766027,0.07938547,0.0,0.464722,0.28149190710767064,18.46488484906991,Low
986,227_201,99,74.25,13.006801170707071,77.57883017070706,0.5151515,0.0,0.40202025,25,15,0.32323232323232326,0.3333333333333333,NO PARKING,SCOOTER,Sadashivanagar,No Junction,"3rd Main Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",11,Friday,0.35,0.2832204,0.11845733,0.0,0.21443771,0.3391977480647431,18.410501896438465,Low
987,212_220,85,73.75,12.986143727058824,77.60488065058824,0.5311765,0.0,0.368,32,13,0.3411764705882353,0.17647058823529413,WRONG PARKING,SCOOTER,Shivajinagar,No Junction,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",10,Sunday,0.3446666666666667,0.28202537,0.1475937,0.0,0.15003222,0.3335679099225897,18.39673152219643,Low
988,198_300,57,50.25,12.96745935263158,77.71578341754386,0.55,0.0,0.52070177,16,9,0.45614035087719296,0.15789473684210525,WRONG PARKING,MAXI-CAB,HAL Old Airport,No Junction,"ITPL Main Road, DSR Spring Beauty Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",4,Tuesday,0.21400000000000002,0.21436805,0.18181826,0.0,0.43911982,0.1956368754398311,18.39590534080216,Low
989,202_230,81,60.0,12.972462295061728,77.61849448888889,0.5185185,0.0,0.4771605,31,12,0.345679012345679,0.345679012345679,NO PARKING,SCOOTER,Halasur,No Junction,"Mahatma Gandhi Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4,Saturday,0.324,0.24558696,0.12457916,0.0,0.35668963,0.31175228712174524,18.394441804012978,Low
990,196_174,105,87.0,12.964294223809524,77.54089073809524,0.5285714,0.0,0.3692381,22,10,0.5904761904761905,0.22857142857142856,WRONG PARKING,SCOOTER,Vijayanagara,No Junction,"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",11,Thursday,0.2546666666666667,0.31127775,0.1428572,0.0,0.15237616,0.2385643912737509,18.37555714536204,Low
991,240_212,80,59.75,13.02433506125,77.59376491625,0.49937502,0.0,0.54962504,18,12,0.5875,0.3375,NO PARKING,CAR,R.T. Nagar,No Junction,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",3,Wednesday,0.272,0.24485084,0.08977282,0.0,0.49387598,0.2568613652357495,18.321473438510335,Low
992,230_149,43,34.0,13.010608479069766,77.50656978604651,0.5290698,0.0,0.6395349,23,13,0.20930232558139536,0.27906976744186046,WRONG PARKING,PASSENGER AUTO,Peenya,No Junction,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2,Wednesday,0.30866666666666664,0.1460056,0.14376329,0.0,0.66408896,0.29556650246305416,18.300832393280977,Low
993,225_330,42,34.5,13.004063729232454,77.75697464137912,0.5761905,0.0,0.57166666,28,6,0.3333333333333333,0.23809523809523808,WRONG PARKING,CAR,Mahadevapura,No Junction,"Whitefield Main Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",10,Sunday,0.21200000000000002,0.14854825,0.22943726,0.0,0.5356041,0.19352568613652357,18.226418487942613,Low
994,204_297,30,25.5,12.975250676666667,77.71092159666667,0.5733334,0.0,0.7083333,9,7,0.4,0.2,WRONG PARKING,MAXI-CAB,HAL Old Airport,No Junction,"ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)",4,Friday,0.15266666666666667,0.096135914,0.22424255,0.0,0.7943348,0.13089373680506686,18.223106858388043,Low
995,266_210,40,37.0,13.058578749638034,77.59135801413639,0.53000003,0.0,0.63125,28,9,0.375,0.1,WRONG PARKING,CAR,Kodigehalli,No Junction,"13th Main Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13,Sunday,0.262,0.16074726,0.14545466,0.0,0.6484044,0.24630541871921183,18.209618605269586,Low
996,157_249,77,76.25,12.911957664935064,77.64454713376622,0.51753247,0.0,0.4477922,18,9,0.16883116883116883,0.012987012987012988,WRONG PARKING,CAR,HSR Layout,No Junction,"18th Cross Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",13,Friday,0.22200000000000003,0.28792244,0.122786365,0.0,0.30109096,0.20408163265306126,18.198670302422677,Low
997,156_130,33,30.75,12.911181213064001,77.48029131893382,0.5833333,0.0,0.5590909,20,11,0.5454545454545454,0.09090909090909091,NO PARKING,CAR,Kengeri,No Junction,"Kengeri Magadi Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",5,Friday,0.26333333333333336,0.1285361,0.24242425,0.0,0.5117963,0.2477128782547502,18.154461288131266,Low
998,151_247,41,34.25,12.903556473170733,77.64204813170731,0.55,0.0,0.70512193,8,3,0.21951219512195122,0.21951219512195122,WRONG PARKING,LGV,HSR Layout,No Junction,"27th Cross Road, Ramachandra Reddy Layout, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",10,Saturday,0.082,0.14728141,0.18181826,0.0,0.78825516,0.056298381421534135,18.14584142301051,Low
999,257_145,155,120.35,13.04710346516129,77.50102493225808,0.5329032,0.0,0.31019357,6,6,0.5548387096774193,0.2903225806451613,WRONG PARKING,SCOOTER,Peenya,No Junction,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",4,Thursday,0.124,0.36888027,0.15073314,0.0,0.040595885,0.10063335679099225,18.091430366747108,Low
1000,249_235,75,50.25,13.036149203999999,77.62540474666667,0.4513333,0.0,0.7637333,18,6,0.3466666666666667,0.44,NO PARKING,HGV,K.G. Halli,No Junction,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",2,Saturday,0.172,0.21436805,0.0024242832,0.0,0.89921546,0.15130190007037295,18.068662082368768,Low
1001,144_216,130,126.25,12.894909700000001,77.59915556692307,0.45076922,0.0,0.38538462,28,12,0.2923076923076923,0.038461538461538464,NO PARKING,SCOOTER,J.P. Nagar,No Junction,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",6,Thursday,0.312,0.3773904,0.0013986499,0.0,0.18294394,0.29908515130190005,18.063921443095598,Low
1002,296_215,58,52.0,13.099362441895165,77.59746048131849,0.537931,0.0,0.4986207,17,11,0.5344827586206896,0.13793103448275862,WRONG PARKING,MOTOR CYCLE,Yelahanka,No Junction,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",1,Thursday,0.25133333333333335,0.2203868,0.15987465,0.0,0.397317,0.235045742434905,18.03403128129886,Low
1003,176_168,44,41.0,12.938175043181817,77.5332493659091,0.54886365,0.0,0.56295455,17,9,0.20454545454545456,0.09090909090909091,WRONG PARKING,SCOOTER,Banashankari,No Junction,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",3,Wednesday,0.21800000000000003,0.17868786,0.17975214,0.0,0.51911074,0.19985925404644617,17.937578260741294,Low
1004,296_208,164,135.5,13.09966171280488,77.58862531646342,0.46341464,0.0,0.36408538,23,9,0.4695121951219512,0.23170731707317074,NO PARKING,SCOOTER,Yelahanka,No Junction,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",11,Sunday,0.242,0.389969,0.024390325,0.0,0.14262125,0.22519352568613651,17.9368200434672,Low
1005,144_258,54,51.0,12.89452896851852,77.6572997074074,0.54814816,0.0,0.4466667,29,11,0.42592592592592593,0.07407407407407407,NO PARKING,SCOOTER,HSR Layout,No Junction,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",11,Monday,0.29933333333333334,0.21697229,0.17845124,0.0,0.2989602,0.2857142857142857,17.902056298085622,Low
1006,224_196,65,53.0,13.00222695076923,77.57123710615384,0.52461535,0.0,0.5023077,32,9,0.47692307692307695,0.24615384615384617,WRONG PARKING,CAR,Malleshwaram,No Junction,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",8,Saturday,0.278,0.22373751,0.13566433,0.0,0.40429708,0.26319493314567205,17.897340725952684,Low
1007,196_180,58,55.0,12.964363324137931,77.5497069413793,0.5224138,0.0,0.4412069,35,14,0.25862068965517243,0.06896551724137931,NO PARKING,SCOOTER,Magadi Road,No Junction,"C Chowdappa Main Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",10,Sunday,0.37333333333333335,0.23025659,0.13166149,0.0,0.288624,0.36382828993666433,17.875039872335222,Low
1008,226_212,57,47.25,13.005030103508771,77.59386809122807,0.52017546,0.0,0.5677193,19,10,0.49122807017543857,0.22807017543859648,WRONG PARKING,CAR,R.T. Nagar,No Junction,"VP Deenadayalu Naidu Road, Rajappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",10,Thursday,0.2426666666666667,0.20355538,0.1275918,0.0,0.5281311,0.2258972554539057,17.854517429207178,Low
1009,258_200,58,52.75,13.047724068965518,77.57698669482758,0.5224138,0.0,0.5094828,18,12,0.13793103448275862,0.1206896551724138,WRONG PARKING,CAR,Kodigehalli,No Junction,"3rd A Cross Road, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",3,Sunday,0.272,0.2229057,0.13166149,0.0,0.41788062,0.2568613652357495,17.840656552681363,Low
1010,222_235,87,75.0,12.999632242528737,77.6251930275862,0.46494254,0.0,0.5629885,25,7,0.14942528735632185,0.1839080459770115,NO PARKING,PASSENGER AUTO,Pulikeshinagar(F.Town),No Junction,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",3,Friday,0.21666666666666667,0.28499815,0.027168335,0.0,0.51917505,0.1984517945109078,17.830411641059584,Low
1011,131_250,36,36.0,12.877239730555555,77.64679768333333,0.55,0.0,0.65833336,10,4,0.19444444444444445,0.0,WRONG PARKING,CAR,Hulimavu,No Junction,"Hosur Road, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2,Sunday,0.10666666666666666,0.1559668,0.18181826,0.0,0.6996773,0.08233638282899365,17.82443167530341,Low
1012,220_190,64,61.75,12.9965241875,77.56312376875,0.52734375,0.0,0.471875,14,10,0.234375,0.046875,WRONG PARKING,CAR,Malleshwaram,No Junction,"5th Cross Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",6,Friday,0.22266666666666668,0.25065723,0.14062506,0.0,0.34668338,0.2047853624208304,17.80331664322171,Low
1013,237_172,32,26.75,13.019814971875,77.53844542499999,0.54843754,0.0,0.7134375,12,8,0.5625,0.21875,WRONG PARKING,MAXI-CAB,Rajajinagar,No Junction,"Kanteerava Studio Road, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",7,Monday,0.18133333333333335,0.10439802,0.17897739,0.0,0.8039978,0.16115411681914146,17.77988444397686,Low
1014,222_214,46,43.0,12.99964425,77.59668109565217,0.55108696,0.0,0.58652174,5,6,0.9130434782608695,0.08695652173913043,WRONG PARKING,CAR,R.T. Nagar,No Junction,"1st Main Road, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",4,Wednesday,0.12000000000000001,0.18702684,0.18379453,0.0,0.563727,0.09641097818437722,17.742182496649374,Low
1015,169_276,43,34.0,12.928268032558139,77.68187587209303,0.54883724,0.0,0.58209306,22,11,0.23255813953488372,0.27906976744186046,WRONG PARKING,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",3,Wednesday,0.2713333333333333,0.1460056,0.17970413,0.0,0.55534285,0.25615763546798026,17.71780407744382,Low
